site,Month,P,T,F,RAIN,SNOW,PACK,MELT,W,PET,W - PET,SOIL,/\SOIL,ET,W-ET-/\SOIL,D,year
BIBE-NLM,2,0.326605827,11.89283796,1,0.326605827,0,0,0,0.326605827,56.20152993,-55.87492411,1.090092074,-0.815916693,1.14252252,0,55.05900741,2009
BIBE-NLM,3,8.843683988,15.40134779,1,8.843683988,0,0,0,8.843683988,77.26378815,-68.42010417,0.54994397,-0.540148103,9.383832091,0,67.87995606,2009
BIBE-NLM,4,26.59769726,20.60359904,1,26.59769726,0,0,0,26.59769726,101.9278959,-75.33019863,0.258918778,-0.291025192,26.88872245,0,75.03917344,2009
BIBE-NLM,5,84.79840595,24.57967037,1,84.79840595,0,0,0,84.79840595,132.3291119,-47.530706,0.160968285,-0.097950494,84.89635644,0,47.4327555,2009
BIBE-NLM,6,79.27161288,28.00291748,1,79.27161288,0,0,0,79.27161288,154.9875992,-75.71598631,0.07549357,-0.085474714,79.3570876,0,75.63051159,2009
BIBE-NLM,7,295.5356498,24.8475389,1,295.5356498,0,0,0,295.5356498,134.3450245,161.1906253,100,99.92450643,134.3450245,61.26611891,0,2009
BIBE-NLM,8,108.3551782,25.79833128,1,108.3551782,0,0,0,108.3551782,141.7152399,-33.36006165,71.63398194,-28.36601806,136.7211963,0,4.994043591,2009
BIBE-NLM,9,58.85993755,23.47390086,1,58.85993755,0,0,0,58.85993755,120.2712948,-61.41135724,38.76260515,-32.87137679,91.73131434,0,28.53998045,2009
BIBE-NLM,10,115.4603767,18.64361454,1,115.4603767,0,0,0,115.4603767,93.86442096,21.59595572,60.35856087,21.59595572,93.86442096,0,0,2009
BIBE-NLM,11,0.306168288,13.06833852,1,0.306168288,0,0,0,0.306168288,64.79125084,-64.48508255,31.67260038,-28.6859605,28.99212879,0,35.79912206,2009
BIBE-NLM,12,1.914881408,10.65090184,1,1.914881408,0,0,0,1.914881408,57.54548864,-55.63060723,18.15862934,-13.51397104,15.42885245,0,42.11663619,2009
BIBE-NLM,1,6.391013235,10.77240709,1,6.391013235,0,0,0,6.391013235,57.98922893,-51.59821569,10.83914086,-7.319488479,13.71050171,0,44.27872721,2010
BIBE-NLM,2,16.33192676,12.81959305,1,16.33192676,0,0,0,16.33192676,59.545462,-43.21353524,7.035919489,-3.803221372,20.13514813,0,39.41031387,2010
BIBE-NLM,3,35.12503159,14.25039752,1,35.12503159,0,0,0,35.12503159,72.01617559,-36.891144,4.865244368,-2.170675121,37.29570671,0,34.72046887,2010
BIBE-NLM,4,2.936910152,19.93599854,1,2.936910152,0,0,0,2.936910152,98.02563019,-95.08872004,1.87992098,-2.985323389,5.922233541,0,92.10339665,2010
BIBE-NLM,5,6.754936993,26.98775339,1,6.754936993,0,0,0,6.754936993,151.4224213,-144.6674843,0.442442353,-1.437478627,8.19241562,0,143.2300057,2010
BIBE-NLM,6,41.26830524,27.94957123,1,41.26830524,0,0,0,41.26830524,154.5333843,-113.2650791,0.142545235,-0.299897118,41.56820236,0,112.965182,2010
BIBE-NLM,7,66.71523452,28.48456726,1,66.71523452,0,0,0,66.71523452,164.4454266,-97.73019207,0.053643348,-0.088901887,66.80413641,0,97.64129019,2010
BIBE-NLM,8,26.96224082,27.08631434,1,26.96224082,0,0,0,26.96224082,152.2518211,-125.2895803,0.015324635,-0.038318713,27.00055953,0,125.2512616,2010
BIBE-NLM,9,103.1306324,23.85275726,1,103.1306324,0,0,0,103.1306324,122.8927311,-19.76209871,0.012576634,-0.002748001,103.1333804,0,19.75935071,2010
BIBE-NLM,10,119.6281494,19.06214147,1,119.6281494,0,0,0,119.6281494,96.21683595,23.41131347,23.42389011,23.41131347,96.21683595,0,0,2010
BIBE-NLM,11,40.503429,13.9750178,1,40.503429,0,0,0,40.503429,68.52330341,-28.01987441,17.69987721,-5.724012899,46.22744189,0,22.29586152,2010
BIBE-NLM,12,31.09030491,8.828520055,1,31.09030491,0,0,0,31.09030491,51.23518474,-20.14487983,14.47045383,-3.229423375,34.31972829,0,16.91545646,2010
BIBE-NLM,1,25.19048315,7.306016294,1,25.19048315,0,0,0,25.19048315,46.43351063,-21.24302747,11.69977399,-2.769101135,27.95958429,0,18.47392634,2011
BIBE-NLM,2,4.859743446,12.58537118,1,4.859743446,0,0,0,4.859743446,58.68445368,-53.82471023,6.829984622,-4.869789366,9.729532812,0,48.95492086,2011
BIBE-NLM,3,7.3770006,16.22005074,1,7.3770006,0,0,0,7.3770006,81.19512999,-73.81812939,3.264612681,-3.565371941,10.94237254,0,70.25275745,2011
BIBE-NLM,4,34.04008409,19.60744171,1,34.04008409,0,0,0,34.04008409,96.1529645,-62.1128804,1.754198968,-1.510413713,35.55049781,0,60.60246669,2011
BIBE-NLM,5,40.76282021,24.64989279,1,40.76282021,0,0,0,40.76282021,132.8550549,-92.09223472,0.698437192,-1.055761776,41.81858199,0,91.03647294,2011
BIBE-NLM,6,17.38095662,27.82471212,1,17.38095662,0,0,0,17.38095662,153.4747402,-136.0937835,0.179093393,-0.519343798,17.90030042,0,135.5744397,2011
BIBE-NLM,7,7.816253513,28.89127306,1,7.816253513,0,0,0,7.816253513,168.1457118,-160.3294583,0.036039402,-0.143053991,7.959307505,0,160.1864043,2011
BIBE-NLM,8,37.4610928,27.89231705,1,37.4610928,0,0,0,37.4610928,159.1820728,-121.72098,0.010669648,-0.025369754,37.48646255,0,121.6956103,2011
BIBE-NLM,9,47.6748271,25.35847626,1,47.6748271,0,0,0,47.6748271,133.8034293,-86.12860222,0.004509188,-0.00616046,47.68098756,0,86.12244176,2011
BIBE-NLM,10,36.3101151,19.33771028,1,36.3101151,0,0,0,36.3101151,97.79337256,-61.48325746,0.002438259,-0.002070928,36.31218603,0,61.48118653,2011
BIBE-NLM,11,1.584309578,12.62659251,1,1.584309578,0,0,0,1.584309578,63.03771115,-61.45340157,0.001318837,-0.001119422,1.585429,0,61.45228215,2011
BIBE-NLM,12,18.81754112,8.623363667,1,18.81754112,0,0,0,18.81754112,50.56399231,-31.74645119,0.000960104,-0.000358734,18.81789986,0,31.74609245,2011
BIBE-NLM,1,11.52484706,9.209564012,1,11.52484706,0,0,0,11.52484706,52.50239139,-40.97754433,2.39564E-37,-1.21334E-37,11.52484706,0,40.97754433,2012
BIBE-NLM,2,14.02432692,13.848341,1,14.02432692,0,0,0,14.02432692,63.45820979,-49.43388287,1.46128E-37,-9.34362E-38,14.02432692,0,49.43388287,2012
BIBE-NLM,3,11.6633679,15.30901637,1,11.6633679,0,0,0,11.6633679,76.83093893,-65.16757103,7.61577E-38,-6.99701E-38,11.6633679,0,65.16757103,2012
BIBE-NLM,4,12.64061779,18.72585602,1,12.64061779,0,0,0,12.64061779,91.28004448,-78.63942669,3.46886E-38,-4.14691E-38,12.64061779,0,78.63942669,2012
BIBE-NLM,5,6.566525549,25.62824599,1,6.566525549,0,0,0,6.566525549,140.3718384,-133.8053128,9.10077E-39,-2.55879E-38,6.566525549,0,133.8053128,2012
BIBE-NLM,6,17.89521819,27.63692373,1,17.89521819,0,0,0,17.89521819,151.8942616,-133.9990434,2.38302E-39,-6.71775E-39,17.89521819,0,133.9990434,2012
BIBE-NLM,7,6.372673005,28.7116141,1,6.372673005,0,0,0,6.372673005,166.5024284,-160.1297554,4.80499E-40,-1.90252E-39,6.372673005,0,160.1297554,2012
BIBE-NLM,8,25.90157911,28.20263406,1,25.90157911,0,0,0,25.90157911,161.9215454,-136.0199663,1.23301E-40,-3.57199E-40,25.90157911,0,136.0199663,2012
BIBE-NLM,9,113.7178838,24.68202159,1,113.7178838,0,0,0,113.7178838,128.8028594,-15.08497558,1.06036E-40,-1.72649E-41,113.7178838,0,15.08497558,2012
BIBE-NLM,10,165.1321747,20.59471603,1,165.1321747,0,0,0,165.1321747,105.270943,59.86123177,59.86123177,59.86123177,105.270943,0,0,2012
BIBE-NLM,11,0,14.71616211,1,0,0,0,0,0,71.71096673,-71.71096673,29.22192876,-30.63930301,30.63930301,0,41.07166372,2012
BIBE-NLM,12,28.55739862,10.6113486,1,28.55739862,0,0,0,28.55739862,57.40167684,-28.84427823,21.89978085,-7.322147907,35.87954652,0,21.52213032,2012
BIBE-NLM,1,0.302238554,10.31554959,1,0.302238554,0,0,0,0.302238554,56.33604033,-56.03380178,12.50646995,-9.395665129,9.697903683,0,46.63813665,2013
BIBE-NLM,2,13.62530676,12.230473,1,13.62530676,0,0,0,13.62530676,57.40041412,-43.77510737,8.072756784,-4.433713168,18.05901992,0,39.3413942,2013
BIBE-NLM,3,9.676875353,15.04212489,1,9.676875353,0,0,0,9.676875353,75.59153692,-65.91466157,4.17597731,-3.896779474,13.57365483,0,62.0178821,2013
BIBE-NLM,4,7.765842915,18.20457967,1,7.765842915,0,0,0,7.765842915,88.50028388,-80.73444096,1.862657083,-2.313320227,10.07916314,0,78.42112073,2013
BIBE-NLM,5,2.032415986,24.68054573,1,2.032415986,0,0,0,2.032415986,133.0851986,-131.0527826,0.502317033,-1.36034005,3.392756036,0,129.6924426,2013
BIBE-NLM,6,30.28043613,27.72858836,1,30.28043613,0,0,0,30.28043613,152.6639817,-122.3835456,0.147731436,-0.354585597,30.63502173,0,122.02896,2013
BIBE-NLM,7,45.25696239,28.86019238,1,45.25696239,0,0,0,45.25696239,167.8604356,-122.6034732,0.043352366,-0.10437907,45.36134146,0,122.4990941,2013
BIBE-NLM,8,71.86775175,28.19728709,1,71.86775175,0,0,0,71.86775175,161.8740021,-90.00625031,0.017624655,-0.025727711,71.89347946,0,89.9805226,2013
BIBE-NLM,9,130.0857324,24.31998393,1,130.0857324,0,0,0,130.0857324,126.1932343,3.892498117,3.910122772,3.892498117,126.1932343,0,0,2013
BIBE-NLM,10,68.99592695,19.83175492,1,68.99592695,0,0,0,68.99592695,100.6756995,-31.67977256,2.848438779,-1.061683993,70.05761094,0,30.61808857,2013
BIBE-NLM,11,28.26973918,13.6275828,1,28.26973918,0,0,0,28.26973918,67.0717567,-38.80201752,1.93237704,-0.916061739,29.18580092,0,37.88595578,2013
BIBE-NLM,12,1.29380843,10.01891873,1,1.29380843,0,0,0,1.29380843,55.28470658,-53.99089815,1.126191843,-0.806185198,2.099993628,0,53.18471296,2013
BIBE-NLM,1,2.519108355,9.232492558,1,2.519108355,0,0,0,2.519108355,52.57950442,-50.06039606,0.679737962,-0.441637536,2.960745891,0,49.61875853,2014
BIBE-NLM,2,1.149266601,11.49208766,1,1.149266601,0,0,0,1.149266601,54.80678685,-53.65752025,0.397475052,-0.282262909,1.43152951,0,53.37525734,2014
BIBE-NLM,3,2.286304891,16.42703227,1,2.286304891,0,0,0,2.286304891,82.21601975,-79.92971486,0.178722625,-0.218752428,2.505057319,0,79.71096243,2014
BIBE-NLM,4,6.581235021,20.59640198,1,6.581235021,0,0,0,6.581235021,101.8851235,-95.30388848,0.068909644,-0.109812981,6.691048002,0,95.1940755,2014
BIBE-NLM,5,22.31545535,26.25458335,1,22.31545535,0,0,0,22.31545535,145.3736207,-123.0581654,0.020130065,-0.048779579,22.36423493,0,123.0093858,2014
BIBE-NLM,6,9.711261779,28.98285319,1,9.711261779,0,0,0,9.711261779,163.5374573,-153.8261956,0.004323013,-0.015807053,9.727068832,0,153.8103885,2014
BIBE-NLM,7,154.0892695,26.06167337,1,154.0892695,0,0,0,154.0892695,143.817021,10.2722485,10.27657151,10.2722485,143.817021,0,0,2014
BIBE-NLM,8,7.373896897,27.61473408,1,7.373896897,0,0,0,7.373896897,156.7653817,-149.3914848,2.30700892,-7.969562594,15.34345949,0,141.4219222,2014
BIBE-NLM,9,23.76959211,25.75259298,1,23.76959211,0,0,0,23.76959211,136.7931277,-113.0235356,0.745065228,-1.561943692,25.3315358,0,111.4615919,2014
BIBE-NLM,10,40.47195637,21.24678955,1,40.47195637,0,0,0,40.47195637,109.340617,-68.86866066,0.374198035,-0.370867193,40.84282357,0,68.49779346,2014
BIBE-NLM,11,1.268738866,13.94772949,1,1.268738866,0,0,0,1.268738866,68.40831896,-67.1395801,0.191213262,-0.182984773,1.451723638,0,66.95659532,2014
BIBE-NLM,12,43.50153226,9.381376993,1,43.50153226,0,0,0,43.50153226,53.08263049,-9.58109823,0.173743206,-0.017470057,43.51900231,0,9.563628173,2014
BIBE-NLM,1,6.101165652,10.63399412,1,6.101165652,0,0,0,6.101165652,57.48397553,-51.38280988,0.103896447,-0.06978499,6.170950643,0,51.31302489,2015
BIBE-NLM,2,0,12.3850865,1,0,0,0,0,0,57.9567854,-57.9567854,0.058196595,-0.045699852,0.045699852,0,57.91108554,2015
BIBE-NLM,3,3.007063329,14.21732138,1,3.007063329,0,0,0,3.007063329,71.87005171,-68.86298838,0.029230041,-0.028966555,3.036029884,0,68.83402183,2015
BIBE-NLM,4,7.77498579,20.20237071,1,7.77498579,0,0,0,7.77498579,99.5668872,-91.79190141,0.011672994,-0.017557047,7.792542837,0,91.77434436,2015
BIBE-NLM,5,41.35360348,25.48247336,1,41.35360348,0,0,0,41.35360348,139.2291952,-97.87559169,0.004386458,-0.007286536,41.36089002,0,97.86830516,2015
BIBE-NLM,6,35.66718099,28.37708588,1,35.66718099,0,0,0,35.66718099,158.2057691,-122.5385882,0.001288059,-0.003098399,35.67027938,0,122.5354898,2015
BIBE-NLM,7,60.37294775,27.63543977,1,60.37294775,0,0,0,60.37294775,156.9445557,-96.57160791,0.000490377,-0.000797681,60.37374543,0,96.57081023,2015
BIBE-NLM,8,113.6524036,27.60891113,1,113.6524036,0,0,0,113.6524036,156.7150252,-43.06262167,0.000318795,-0.000171582,113.6525751,0,43.06245009,2015
BIBE-NLM,9,36.72872609,23.62823283,1,36.72872609,0,0,0,36.72872609,121.3332994,-84.60457332,0.000136798,-0.000181998,36.72890809,0,84.60439132,2015
BIBE-NLM,10,31.37527627,21.78567977,1,31.37527627,0,0,0,31.37527627,112.8055858,-81.43030954,6.05943E-05,-7.62035E-05,31.37535247,0,81.43023334,2015
BIBE-NLM,11,11.43599105,14.50459035,1,11.43599105,0,0,0,11.43599105,70.78816023,-59.35216918,3.3471E-05,-2.71233E-05,11.43601817,0,59.35214206,2015
BIBE-NLM,12,2.10598886,8.610005336,1,2.10598886,0,0,0,2.10598886,50.52055542,-48.41456656,2.06256E-05,-1.28454E-05,2.106001706,0,48.41455371,2015
BIBE-NLM,1,4.324519068,11.30321803,1,4.324519068,0,0,0,4.324519068,59.96279336,-55.63827429,4.67733E-37,-3.48158E-37,4.324519068,0,55.63827429,2016
BIBE-NLM,2,41.10004902,9.820181695,1,41.10004902,0,0,0,41.10004902,49.30701286,-8.206963845,4.30879E-37,-3.68537E-38,41.10004902,0,8.206963845,2016
BIBE-NLM,3,6.262868792,14.51074494,1,6.262868792,0,0,0,6.262868792,73.17535384,-66.91248505,2.20678E-37,-2.10202E-37,6.262868792,0,66.91248505,2016
BIBE-NLM,4,4.443847656,19.55812988,1,4.443847656,0,0,0,4.443847656,95.87458613,-91.43073848,8.84463E-38,-1.32231E-37,4.443847656,0,91.43073848,2016
BIBE-NLM,5,35.27183142,25.43066387,1,35.27183142,0,0,0,35.27183142,138.8250157,-103.5531843,3.14017E-38,-5.70445E-38,35.27183142,0,103.5531843,2016
BIBE-NLM,6,31.54298416,28.9863032,1,31.54298416,0,0,0,31.54298416,163.5682587,-132.0252745,8.3864E-39,-2.30154E-38,31.54298416,0,132.0252745,2016
BIBE-NLM,7,62.65465409,27.86693135,1,62.65465409,0,0,0,62.65465409,158.9597395,-96.3050854,3.20131E-39,-5.18509E-39,62.65465409,0,96.3050854,2016
BIBE-NLM,8,6.348274291,28.00389769,1,6.348274291,0,0,0,6.348274291,160.1624877,-153.8142134,6.87576E-40,-2.51373E-39,6.348274291,0,153.8142134,2016
BIBE-NLM,9,6.062552422,24.78387502,1,6.062552422,0,0,0,6.062552422,129.54535,-123.4827976,2.00006E-40,-4.87571E-40,6.062552422,0,123.4827976,2016
BIBE-NLM,10,0,20.78745373,1,0,0,0,0,0,106.4600092,-106.4600092,6.89751E-41,-1.3103E-40,1.3103E-40,0,106.4600092,2016
BIBE-NLM,11,14.75976354,16.01242727,1,14.75976354,0,0,0,14.75976354,77.59559193,-62.83582839,3.67959E-41,-3.21791E-41,14.75976354,0,62.83582839,2016
BIBE-NLM,12,45.52371958,9.127284192,1,45.52371958,0,0,0,45.52371958,52.22647764,-6.702758057,3.44104E-41,-2.3855E-42,45.52371958,0,6.702758057,2016
BIBE-NLM,1,85.93002525,9.306257482,1,85.93002525,0,0,0,85.93002525,52.82825809,33.10176715,33.10176715,33.10176715,52.82825809,0,0,2017
BIBE-NLM,2,0,13.653845,1,0,0,0,0,0,62.70183585,-62.70183585,17.68237376,-15.41939339,15.41939339,0,47.28244246,2017
BIBE-NLM,3,1.777534306,16.74743928,1,1.777534306,0,0,0,1.777534306,83.81825369,-82.04071939,7.784706602,-9.897667161,11.67520147,0,72.14305222,2017
BIBE-NLM,4,0.460781246,21.89676717,1,0.460781246,0,0,0,0.460781246,109.8691981,-109.4084168,2.606678874,-5.178027728,5.638808975,0,104.2303891,2017
BIBE-NLM,5,10.97631449,26.54413659,1,10.97631449,0,0,0,10.97631449,147.7372074,-136.760893,0.663960924,-1.94271795,12.91903243,0,134.818175,2017
BIBE-NLM,6,52.68153623,27.25825348,1,52.68153623,0,0,0,52.68153623,148.7497234,-96.06818714,0.254052624,-0.4099083,53.09144453,0,95.65827884,2017
BIBE-NLM,7,27.30953887,28.90241049,1,27.30953887,0,0,0,27.30953887,168.2480388,-140.9384999,0.062063399,-0.191989225,27.5015281,0,140.7465107,2017
BIBE-NLM,8,62.39631686,27.84833433,1,62.39631686,0,0,0,62.39631686,158.7970321,-96.40071523,0.0236686,-0.038394799,62.43471166,0,96.36232043,2017
BIBE-NLM,9,134.3246056,24.66769002,1,134.3246056,0,0,0,134.3246056,128.6986796,5.625925909,5.649594509,5.625925909,128.6986796,0,0,2017
BIBE-NLM,10,27.4996165,19.12275135,1,27.4996165,0,0,0,27.4996165,96.56169081,-69.0620743,2.831942951,-2.817651558,30.31726806,0,66.24442275,2017
BIBE-NLM,11,4.211311966,15.68622487,1,4.211311966,0,0,0,4.211311966,76.07673185,-71.86541989,1.380310995,-1.451631956,5.662943922,0,70.41378793,2017
BIBE-NLM,12,0,10.43592864,1,0,0,0,0,0,56.7676221,-56.7676221,0.782417034,-0.597893961,0.597893961,0,56.16972814,2017
BIBE-NLM,1,11.18432632,9.207518842,1,11.18432632,0,0,0,11.18432632,52.49551787,-41.31119155,0.51768917,-0.26480535,11.44913167,0,41.0463862,2018
BIBE-NLM,2,24.53821814,12.96687197,1,24.53821814,0,0,0,24.53821814,60.0924567,-35.55423855,0.362793071,-0.154896099,24.69311424,0,35.39934246,2018
BIBE-NLM,3,1.706890881,15.44430325,1,1.706890881,0,0,0,1.706890881,77.46588159,-75.75899071,0.170075543,-0.192717527,1.899608408,0,75.56627319,2018
BIBE-NLM,4,2.946648896,22.21198425,1,2.946648896,0,0,0,2.946648896,111.8838448,-108.9371959,0.057218127,-0.112857417,3.059506312,0,108.8243385,2018
BIBE-NLM,5,14.48758602,26.51883899,1,14.48758602,0,0,0,14.48758602,147.5293985,-133.0418124,0.015126567,-0.04209156,14.52967758,0,132.9997209,2018
BIBE-NLM,6,24.42396155,27.17161865,1,24.42396155,0,0,0,24.42396155,148.0382051,-123.6142436,0.004394309,-0.010732259,24.43469381,0,123.6035113,2018
BIBE-NLM,7,86.02557307,27.68598672,1,86.02557307,0,0,0,86.02557307,157.3826958,-71.35712271,0.002152735,-0.002241574,86.02781465,0,71.35488114,2018
BIBE-NLM,8,11.82693508,27.79569397,1,11.82693508,0,0,0,11.82693508,158.3372505,-146.5103154,0.000497398,-0.001655336,11.82859042,0,146.5086601,2018
BIBE-NLM,9,2.93247813,23.91895599,1,2.93247813,0,0,0,2.93247813,123.3557939,-120.4233157,0.000149181,-0.000348218,2.932826348,0,120.4229675,2018
BIBE-NLM,10,1.866758645,20.22378619,1,1.866758645,0,0,0,1.866758645,103.0147593,-101.1480006,5.42541E-05,-9.49266E-05,1.866853571,0,101.1479057,2018
BIBE-NLM,11,0,14.14850667,1,0,0,0,0,0,69.25825621,-69.25825621,2.71424E-05,-2.71117E-05,2.71117E-05,0,69.2582291,2018
BIBE-NLM,12,2.475745976,8.078553034,1,2.475745976,0,0,0,2.475745976,48.81856545,-46.34281947,1.70759E-05,-1.00665E-05,2.475756042,0,46.3428094,2018
BIBE-NLM,1,7.019367784,9.319732961,1,7.019367784,0,0,0,7.019367784,52.8738111,-45.85444332,5.55207E-43,-3.23003E-43,7.019367784,0,45.85444332,2019
BIBE-NLM,2,32.07522655,13.12559662,1,32.07522655,0,0,0,32.07522655,60.68683398,-28.61160744,4.17058E-43,-1.38149E-43,32.07522655,0,28.61160744,2019
BIBE-NLM,3,23.49925363,16.14377697,1,23.49925363,0,0,0,23.49925363,80.82170236,-57.32244873,2.35098E-43,-1.8196E-43,23.49925363,0,57.32244873,2019
BIBE-NLM,4,8.618781626,18.81650391,1,8.618781626,0,0,0,8.618781626,91.77105205,-83.15227042,1.02358E-43,-1.32739E-43,8.618781626,0,83.15227042,2019
BIBE-NLM,5,20.72782442,25.83572417,1,20.72782442,0,0,0,20.72782442,142.0120612,-121.2842368,3.04363E-44,-7.19219E-44,20.72782442,0,121.2842368,2019
BIBE-NLM,6,11.02209044,28.72673391,1,11.02209044,0,0,0,11.02209044,161.2647014,-150.2426109,6.7748E-45,-2.36615E-44,11.02209044,0,150.2426109,2019
BIBE-NLM,7,77.31124526,28.27836195,1,77.31124526,0,0,0,77.31124526,162.5961779,-85.28493267,2.88741E-45,-3.88739E-45,77.31124526,0,85.28493267,2019
BIBE-NLM,8,191.4705001,25.54030811,1,191.4705001,0,0,0,191.4705001,139.6815739,51.78892622,51.78892622,51.78892622,139.6815739,0,0,2019
BIBE-NLM,9,50.41694146,24.14522196,1,50.41694146,0,0,0,50.41694146,124.9498909,-74.53294939,24.57788004,-27.21104618,77.62798765,0,47.32190321,2019
BIBE-NLM,10,9.536109209,21.25856294,1,9.536109209,0,0,0,9.536109209,109.4153255,-99.87921634,9.052624264,-15.52525577,25.06136498,0,84.35396056,2019
BIBE-NLM,11,38.31876734,15.05748749,1,38.31876734,0,0,0,38.31876734,73.22168309,-34.90291575,6.38547278,-2.667151484,40.98591882,0,32.23576426,2019
BIBE-NLM,12,5.13527903,9.957980051,1,5.13527903,0,0,0,5.13527903,55.07084827,-49.93556924,3.875481215,-2.509991564,7.645270594,0,47.42557768,2019
BIBE-NLM,1,2.422872573,9.691871692,1,2.422872573,0,0,0,2.422872573,54.14536766,-51.72249509,2.311024552,-1.565410406,3.98828298,0,50.15708468,2020
BIBE-NLM,2,9.487396181,9.108201336,1,9.487396181,0,0,0,9.487396181,47.11466639,-37.62727021,1.586322197,-0.724702355,10.21209854,0,36.90256785,2020
BIBE-NLM,3,7.250585586,14.52490855,1,7.250585586,0,0,0,7.250585586,73.23887714,-65.98829156,0.819988747,-0.76633345,8.016919036,0,65.22195811,2020
BIBE-NLM,4,17.31127667,20.89668986,1,17.31127667,0,0,0,17.31127667,103.6829561,-86.37167947,0.345700856,-0.474287891,17.78556457,0,85.89739158,2020
BIBE-NLM,5,12.32324171,24.57926331,1,12.32324171,0,0,0,12.32324171,132.3260684,-120.0028267,0.104120154,-0.241580702,12.56482241,0,119.761246,2020
BIBE-NLM,6,178.2590283,27.33803507,1,178.2590283,0,0,0,178.2590283,149.4075526,28.85147564,28.95559579,28.85147564,149.4075526,0,0,2020
BIBE-NLM,7,153.7741973,27.21520386,1,153.7741973,0,0,0,153.7741973,153.3423239,0.43187341,29.3874692,0.43187341,153.3423239,0,0,2020
BIBE-NLM,8,52.02715302,27.60039525,1,52.02715302,0,0,0,52.02715302,156.6414055,-104.6142524,10.32353088,-19.06393832,71.09109133,0,85.55031413,2020
BIBE-NLM,9,81.67762345,24.85984955,1,81.67762345,0,0,0,81.67762345,130.1015833,-48.42395989,6.361004102,-3.962526782,85.64015023,0,44.46143311,2020
BIBE-NLM,10,22.87475759,18.22424444,1,22.87475759,0,0,0,22.87475759,91.55726508,-68.68250749,3.200673216,-3.160330886,26.03508847,0,65.5221766,2020
BIBE-NLM,11,6.974711686,13.41000875,1,6.974711686,0,0,0,6.974711686,66.17639061,-59.20167893,1.77064587,-1.430027346,8.404739032,0,57.77165158,2020
BIBE-NLM,12,0,9.774253402,1,0,0,0,0,0,54.43042209,-54.43042209,1.02740906,-0.74323681,0.74323681,0,53.68718528,2020
BIBE-NLM,1,4.116615564,8.586632809,1,4.116615564,0,0,0,4.116615564,50.44463372,-46.32801816,0.644777587,-0.379953612,4.496569176,0,45.94806454,2021
BIBE-NLM,2,0,12.59851499,1,0,0,0,0,0,58.73248322,-58.73248322,0.358375242,-0.286402345,0.286402345,0,58.44608087,2021
BIBE-NLM,3,1.85097307,17.73522634,1,1.85097307,0,0,0,1.85097307,88.92897151,-87.07799844,0.1500248,-0.208350442,2.059323511,0,86.869648,2021
BIBE-NLM,4,1.136418462,21.2026708,1,1.136418462,0,0,0,1.136418462,105.5429523,-104.4065339,0.052811833,-0.097212967,1.233631429,0,104.3093209,2021
BIBE-NLM,5,38.84664375,25.20676722,1,38.84664375,0,0,0,38.84664375,137.0899182,-98.24327447,0.019772707,-0.033039126,38.87968287,0,98.21023534,2021
BIBE-NLM,6,5.872143775,28.22563985,1,5.872143775,0,0,0,5.872143775,156.8963624,-151.0242187,0.00436693,-0.015405776,5.887549551,0,151.0088129,2021
BIBE-NLM,7,18.17046252,28.79379647,1,18.17046252,0,0,0,18.17046252,167.2524065,-149.081944,0.000983381,-0.00338355,18.17384607,0,149.0785604,2021
BIBE-NLM,8,68.00462443,27.9868866,1,68.00462443,0,0,0,68.00462443,160.012684,-92.00805955,0.000391864,-0.000591516,68.00521594,0,92.00746803,2021
BIBE-NLM,9,39.43787691,24.45142721,1,39.43787691,0,0,0,39.43787691,127.1353881,-87.69751116,0.000163031,-0.000228833,39.43810574,0,87.69728233,2021
BIBE-NLM,10,9.131234884,18.50198935,1,9.131234884,0,0,0,9.131234884,93.07972023,-83.94848534,7.04185E-05,-9.26125E-05,9.131327497,0,83.94839273,2021
BIBE-NLM,11,2.723175496,14.75272776,1,2.723175496,0,0,0,2.723175496,71.87150552,-69.14833003,3.52679E-05,-3.51506E-05,2.723210646,0,69.14829488,2021
BIBE-NLM,12,30.01073253,10.76928248,1,30.01073253,0,0,0,30.01073253,57.97778067,-27.96704814,2.66637E-05,-8.6042E-06,30.01074114,0,27.96703953,2021
BIBE-NLM,1,16.25135136,9.336168646,1,16.25135136,0,0,0,16.25135136,52.92941711,-36.67806576,3.88247E-42,-1.72025E-42,16.25135136,0,36.67806576,2022
BIBE-NLM,2,34.32427844,12.78390165,1,34.32427844,0,0,0,34.32427844,59.41355582,-25.08927738,3.02097E-42,-8.61498E-43,34.32427844,0,25.08927738,2022
BIBE-NLM,3,24.33074695,16.00498943,1,24.33074695,0,0,0,24.33074695,80.14602545,-55.8152785,1.7288E-42,-1.29218E-42,24.33074695,0,55.8152785,2022
BIBE-NLM,4,0,20.58081156,1,0,0,0,0,0,101.7925222,-101.7925222,6.24691E-43,-1.10411E-42,1.10411E-42,0,101.7925222,2022
BIBE-NLM,5,30.19537312,26.23502306,1,30.19537312,0,0,0,30.19537312,145.215131,-115.0197579,1.97761E-43,-4.2693E-43,30.19537312,0,115.0197579,2022
BIBE-NLM,6,22.69533533,27.3913559,1,22.69533533,0,0,0,22.69533533,149.8485942,-127.1532589,5.54525E-44,-1.42308E-43,22.69533533,0,127.1532589,2022
BIBE-NLM,7,68.38886905,27.28861931,1,68.38886905,0,0,0,68.38886905,153.9664675,-85.57759843,2.35647E-44,-3.18878E-44,68.38886905,0,85.57759843,2022
